filepath,label,split
F:\PyTorch practice\ViT_Deepfake\data\test\353.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\354.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\355.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\356.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\357.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\358.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\359.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\36.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\360.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\361.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\362.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\363.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\364.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\365.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\366.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\367.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\368.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\369.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\37.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\370.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\371.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\372.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\373.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\374.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\375.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\376.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\377.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\378.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\379.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\38.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\380.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\381.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\382.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\383.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\384.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\385.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\386.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\387.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\388.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\389.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\39.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\390.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\391.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\392.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\393.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\394.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\395.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\396.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\397.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\398.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\399.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\4.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\40.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\400.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\401.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\402.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\403.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\404.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\405.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\406.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\407.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\408.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\409.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\41.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\410.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\411.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\412.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\413.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\414.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\415.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\416.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\417.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\418.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\419.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\42.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\420.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\421.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\422.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\423.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\424.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\425.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\426.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\427.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\428.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\429.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\43.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\430.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\431.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\432.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\433.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\434.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\435.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\436.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\437.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\438.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\439.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\44.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\440.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\441.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\442.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\443.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\444.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\445.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\446.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\447.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\448.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\449.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\45.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\450.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\451.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\452.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\453.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\454.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\455.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\456.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\457.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\458.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\459.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\46.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\460.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\461.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\462.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\463.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\464.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\465.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\466.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\467.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\468.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\469.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\47.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\470.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\471.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\472.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\473.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\474.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\475.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\476.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\477.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\478.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\479.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\48.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\480.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\481.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\482.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\483.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\484.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\485.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\486.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\487.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\488.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\489.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\49.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\490.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\491.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\492.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\493.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\494.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\495.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\496.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\497.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\498.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\499.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\5.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\50.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\500.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\51.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\52.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\53.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\54.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\55.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\56.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\57.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\58.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\59.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\6.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\60.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\61.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\62.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\63.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\64.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\65.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\66.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\67.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\68.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\69.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\7.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\70.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\71.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\72.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\73.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\74.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\75.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\76.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\77.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\78.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\79.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\8.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\80.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\81.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\82.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\83.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\84.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\85.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\86.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\87.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\88.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\89.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\9.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\90.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\91.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\92.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\93.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\94.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\95.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\96.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\97.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\98.png,unknown,test
F:\PyTorch practice\ViT_Deepfake\data\test\99.png,unknown,test
